date,trading_symbol,target_prob,exit_signal_prob,target_model,exit_signal_model,signal,signal_strength
2024-11-18,TITAN,0.5091577916609943,0.4750208084390145,lightgbm,lightgbm,HOLD,
2024-11-18,ULTRACEMCO,0.830878496170044,0.5,xgboost,catboost,BUY,0.830878496170044
2024-11-19,AXISBANK,0.9487681304133498,0.4743760142501173,catboost,catboost,BUY,0.9487681304133498
2024-11-19,BHARTIARTL,0.8838303259144261,0.3944852685316721,catboost,catboost,BUY,0.8838303259144261
2024-11-19,ICICIBANK,0.5409368276596069,0.14791033361758033,xgboost,catboost,HOLD,
2024-11-19,RELIANCE,0.6828798885246118,0.5,catboost,catboost,BUY,0.6828798885246118
2024-11-19,SBIN,0.40195583675155655,0.50071402808356,catboost,lightgbm,SELL,0.50071402808356
2024-11-19,SUNPHARMA,0.641757534376789,0.47502082099395493,lightgbm,lightgbm,BUY,0.641757534376789
2024-11-19,TATAMOTORS,0.5677006148318112,0.20586223988211547,catboost,lightgbm,HOLD,
2024-11-19,TITAN,0.47502082499939974,0.4750208084390145,lightgbm,lightgbm,HOLD,
2024-11-19,ULTRACEMCO,0.8559516668319702,0.5,xgboost,catboost,BUY,0.8559516668319702
2024-11-21,AXISBANK,0.9484683127173477,0.4743760142501173,catboost,catboost,BUY,0.9484683127173477
2024-11-21,BHARTIARTL,0.8858046048398608,0.3944852685316721,catboost,catboost,BUY,0.8858046048398608
2024-11-21,ICICIBANK,0.5592876672744751,0.14928677745484525,xgboost,catboost,HOLD,
2024-11-21,RELIANCE,0.594292227841134,0.5,catboost,catboost,HOLD,
2024-11-21,SBIN,0.5094669139273799,0.48553528902720866,catboost,lightgbm,HOLD,
2024-11-21,SUNPHARMA,0.5671282962997738,0.47502082099395493,lightgbm,lightgbm,HOLD,
2024-11-21,TATAMOTORS,0.5677006148318112,0.19173279310305105,catboost,lightgbm,HOLD,
2024-11-21,TITAN,0.5091577916609943,0.4750208084390145,lightgbm,lightgbm,HOLD,
2024-11-21,ULTRACEMCO,0.7210917472839355,0.5,xgboost,catboost,BUY,0.7210917472839355
2024-11-22,AXISBANK,0.941743870724303,0.4743760142501173,catboost,catboost,BUY,0.941743870724303
2024-11-22,BHARTIARTL,0.8309287620505553,0.3980165830652679,catboost,catboost,BUY,0.8309287620505553
2024-11-22,ICICIBANK,0.530596911907196,0.10865028106024008,xgboost,catboost,HOLD,
2024-11-22,RELIANCE,0.6645038468427816,0.5,catboost,catboost,BUY,0.6645038468427816
2024-11-22,SBIN,0.4513298641700099,0.48553528902720866,catboost,lightgbm,HOLD,
