symbol,target,model,training_time,accuracy,precision,recall,f1,auc
AXISBANK,target,lightgbm,0.598151683807373,0.7865168539325843,0.8852459016393442,0.8181818181818182,0.8503937007874016,0.8267457180500659
AXISBANK,target,xgboost,0.25280141830444336,0.8089887640449438,0.8888888888888888,0.8484848484848485,0.8682170542635659,0.8017127799736496
AXISBANK,target,catboost,6.04132342338562,0.7752808988764045,0.8833333333333333,0.803030303030303,0.8412698412698413,0.8241106719367589
AXISBANK,exit_signal,lightgbm,0.2805140018463135,0.3595505617977528,0.5757575757575758,0.3064516129032258,0.4,0.3975507765830346
AXISBANK,exit_signal,xgboost,0.15999865531921387,0.2247191011235955,0.3333333333333333,0.11290322580645161,0.1686746987951807,0.24133811230585425
AXISBANK,exit_signal,catboost,1.7687466144561768,0.38202247191011235,0.6206896551724138,0.2903225806451613,0.3956043956043956,0.4193548387096774
BHARTIARTL,target,lightgbm,0.5217256546020508,0.55,0.5853658536585366,0.5581395348837209,0.5714285714285714,0.600879949717159
BHARTIARTL,target,xgboost,0.18415570259094238,0.55,0.5777777777777777,0.6046511627906976,0.5909090909090909,0.5795097423004401
BHARTIARTL,target,catboost,3.6889209747314453,0.6125,0.6363636363636364,0.6511627906976745,0.6436781609195402,0.6304211187932118
BHARTIARTL,exit_signal,lightgbm,0.327908992767334,0.6875,0.4857142857142857,0.7083333333333334,0.576271186440678,0.677827380952381
BHARTIARTL,exit_signal,xgboost,0.19200396537780762,0.7375,0.5789473684210527,0.4583333333333333,0.5116279069767442,0.6205357142857143
BHARTIARTL,exit_signal,catboost,2.3859000205993652,0.65,0.4375,0.5833333333333334,0.5,0.7131696428571429
HDFCBANK,target,lightgbm,0.33553028106689453,0.8446601941747572,1.0,0.8446601941747572,0.9157894736842105,
HDFCBANK,target,xgboost,0.1790022850036621,0.8932038834951457,1.0,0.8932038834951457,0.9435897435897436,
HDFCBANK,target,catboost,2.379211664199829,0.9223300970873787,1.0,0.9223300970873787,0.9595959595959596,
HDFCBANK,exit_signal,lightgbm,0.32909536361694336,0.5631067961165048,1.0,0.5631067961165048,0.7204968944099379,
HDFCBANK,exit_signal,xgboost,0.19150424003601074,0.04854368932038835,1.0,0.04854368932038835,0.09259259259259259,
HDFCBANK,exit_signal,catboost,2.0305073261260986,0.07766990291262135,1.0,0.07766990291262135,0.14414414414414414,
ICICIBANK,target,lightgbm,0.37248945236206055,0.84375,1.0,0.8295454545454546,0.906832298136646,0.9957386363636364
ICICIBANK,target,xgboost,0.39919281005859375,0.8854166666666666,1.0,0.875,0.9333333333333333,0.9971590909090909
ICICIBANK,target,catboost,4.732228517532349,0.8020833333333334,1.0,0.7840909090909091,0.8789808917197452,0.9971590909090909
ICICIBANK,exit_signal,lightgbm,0.5215249061584473,0.1875,1.0,0.13333333333333333,0.23529411764705882,0.38055555555555554
ICICIBANK,exit_signal,xgboost,0.1966400146484375,0.10416666666666667,1.0,0.044444444444444446,0.0851063829787234,0.2685185185185185
ICICIBANK,exit_signal,catboost,4.376211643218994,0.08333333333333333,1.0,0.022222222222222223,0.043478260869565216,0.837962962962963
ITC,target,lightgbm,0.34964823722839355,0.7623762376237624,1.0,0.7623762376237624,0.8651685393258427,
