symbol,target,model,training_time,accuracy,precision,recall,f1,auc
ITC,target,xgboost,0.19469261169433594,0.8712871287128713,1.0,0.8712871287128713,0.9312169312169312,
ITC,target,catboost,2.678673028945923,0.8514851485148515,1.0,0.8514851485148515,0.9197860962566845,
ITC,exit_signal,lightgbm,0.3245232105255127,0.48514851485148514,1.0,0.48514851485148514,0.6533333333333333,
ITC,exit_signal,xgboost,0.17200016975402832,0.04950495049504951,1.0,0.04950495049504951,0.09433962264150944,
ITC,exit_signal,catboost,2.1327242851257324,0.09900990099009901,1.0,0.09900990099009901,0.18018018018018017,
RELIANCE,target,lightgbm,0.2559981346130371,0.6086956521739131,0.7352941176470589,0.7352941176470589,0.7352941176470589,0.4895833333333333
RELIANCE,target,xgboost,0.2538318634033203,0.6413043478260869,0.7464788732394366,0.7794117647058824,0.762589928057554,0.6893382352941176
RELIANCE,target,catboost,8.707294940948486,0.6739130434782609,0.75,0.8382352941176471,0.7916666666666666,0.6948529411764707
RELIANCE,exit_signal,lightgbm,0.2575080394744873,0.41304347826086957,0.9259259259259259,0.3246753246753247,0.4807692307692308,0.6683982683982684
RELIANCE,exit_signal,xgboost,0.15399789810180664,0.17391304347826086,0.5454545454545454,0.07792207792207792,0.13636363636363635,0.19913419913419914
RELIANCE,exit_signal,catboost,1.7410027980804443,0.43478260869565216,1.0,0.3246753246753247,0.49019607843137253,0.7437229437229438
SBIN,target,lightgbm,0.32207512855529785,0.7222222222222222,0.7945205479452054,0.8529411764705882,0.8226950354609929,0.7336229946524064
SBIN,target,xgboost,0.26599955558776855,0.7444444444444445,0.7922077922077922,0.8970588235294118,0.8413793103448276,0.8268716577540107
SBIN,target,catboost,1.8483960628509521,0.6777777777777778,0.9333333333333333,0.6176470588235294,0.7433628318584071,0.8479278074866311
SBIN,exit_signal,lightgbm,0.25020289421081543,0.4666666666666667,1.0,0.23809523809523808,0.38461538461538464,0.850676072898295
SBIN,exit_signal,xgboost,0.1640002727508545,0.3,0.0,0.0,0.0,0.3292181069958848
SBIN,exit_signal,catboost,2.2459774017333984,0.3111111111111111,1.0,0.015873015873015872,0.03125,0.6346266901822457
SUNPHARMA,target,lightgbm,0.3071620464324951,0.611764705882353,0.8709677419354839,0.48214285714285715,0.6206896551724138,0.770628078817734
SUNPHARMA,target,xgboost,0.2330000400543213,0.6470588235294118,0.8095238095238095,0.6071428571428571,0.6938775510204082,0.7629310344827586
SUNPHARMA,target,catboost,4.813805103302002,0.611764705882353,0.8484848484848485,0.5,0.6292134831460674,0.7653940886699506
SUNPHARMA,exit_signal,lightgbm,0.25220656394958496,0.5058823529411764,0.41025641025641024,0.45714285714285713,0.43243243243243246,0.4957142857142858
SUNPHARMA,exit_signal,xgboost,0.18999934196472168,0.5529411764705883,0.0,0.0,0.0,0.19514285714285715
SUNPHARMA,exit_signal,catboost,1.8571653366088867,0.6352941176470588,1.0,0.11428571428571428,0.20512820512820512,0.4702857142857143
TATAMOTORS,target,lightgbm,0.3100004196166992,0.35802469135802467,0.2916666666666667,0.9545454545454546,0.44680851063829785,0.6263482280431434
TATAMOTORS,target,xgboost,0.3495063781738281,0.43209876543209874,0.3181818181818182,0.9545454545454546,0.4772727272727273,0.6009244992295839
TATAMOTORS,target,catboost,1.7457563877105713,0.345679012345679,0.29333333333333333,1.0,0.4536082474226804,0.7507704160246533
TATAMOTORS,exit_signal,lightgbm,0.3755056858062744,0.5679012345679012,0.8888888888888888,0.19047619047619047,0.3137254901960784,0.7338217338217339
TATAMOTORS,exit_signal,xgboost,0.15899944305419922,0.5061728395061729,1.0,0.047619047619047616,0.09090909090909091,0.5158730158730158
TATAMOTORS,exit_signal,catboost,1.7553107738494873,0.5185185185185185,1.0,0.07142857142857142,0.13333333333333333,0.6260683760683761
TITAN,target,lightgbm,0.23799967765808105,0.5180722891566265,0.7222222222222222,0.2708333333333333,0.3939393939393939,0.6651785714285715
TITAN,target,xgboost,0.18251323699951172,0.5783132530120482,0.7096774193548387,0.4583333333333333,0.5569620253164557,0.606547619047619
TITAN,target,catboost,2.039886713027954,0.5783132530120482,0.7241379310344828,0.4375,0.5454545454545454,0.6321428571428571
TITAN,exit_signal,lightgbm,0.24699997901916504,0.27710843373493976,0.2727272727272727,0.3,0.2857142857142857,0.3148255813953488
TITAN,exit_signal,xgboost,0.14550471305847168,0.25301204819277107,0.25,0.275,0.2619047619047619,0.2494186046511628
TITAN,exit_signal,catboost,1.7970905303955078,0.3493975903614458,0.3541666666666667,0.425,0.38636363636363635,0.2947674418604651
ULTRACEMCO,target,lightgbm,0.4705054759979248,0.8152173913043478,0.9827586206896551,0.7808219178082192,0.8702290076335878,0.8651766402307137
ULTRACEMCO,target,xgboost,0.15804171562194824,0.8260869565217391,0.9830508474576272,0.7945205479452054,0.8787878787878788,0.8824801730353281
ULTRACEMCO,target,catboost,6.469412803649902,0.8043478260869565,0.9230769230769231,0.821917808219178,0.8695652173913043,0.8723864455659698
ULTRACEMCO,exit_signal,lightgbm,0.27350449562072754,0.2826086956521739,0.6470588235294118,0.2894736842105263,0.4,0.1924342105263158
ULTRACEMCO,exit_signal,xgboost,0.14800047874450684,0.15217391304347827,0.4375,0.09210526315789473,0.15217391304347827,0.1800986842105263
ULTRACEMCO,exit_signal,catboost,1.7324440479278564,0.2826086956521739,0.65625,0.27631578947368424,0.3888888888888889,0.24095394736842107
