date,trading_symbol,actual,predicted_proba,trend_confirmations,model_name,signal
2024-10-24,RELIANCE,0.0,0.31119275032619087,1.0,catboost,HOLD
2024-10-24,SBIN,1.0,0.6627050295249781,1.0,catboost,HOLD
2024-10-24,SUNPHARMA,0.0,0.32047541727872747,3.0,lightgbm,HOLD
2024-10-24,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-10-24,TITAN,0.0,0.7416394352912903,1.0,xgboost,HOLD
2024-10-24,ULTRACEMCO,0.0,0.8867791845009931,2.0,catboost,BUY
2024-10-24,WIPRO,0.0,0.48892495373644146,3.0,catboost,HOLD
2024-10-25,ASIANPAINT,0.0,0.6844581942755924,2.0,catboost,BUY
2024-10-25,AXISBANK,0.0,0.694964749723176,1.0,lightgbm,HOLD
2024-10-25,BAJFINANCE,0.0,0.48898518718739686,1.0,catboost,HOLD
2024-10-25,BHARTIARTL,0.0,0.789908254457166,3.0,catboost,BUY
2024-10-25,ICICIBANK,1.0,0.9655032753944397,3.0,xgboost,BUY
2024-10-25,INFY,0.0,0.407028974186433,3.0,catboost,HOLD
2024-10-25,MARUTI,0.0,0.36757922848244623,2.0,lightgbm,HOLD
2024-10-25,RELIANCE,0.0,0.261100293062791,1.0,catboost,SELL
2024-10-25,SBIN,1.0,0.6721504524643157,1.0,catboost,HOLD
2024-10-25,SUNPHARMA,0.0,0.35132022732427653,3.0,lightgbm,HOLD
2024-10-25,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-10-25,TITAN,0.0,0.8175796866416931,1.0,xgboost,HOLD
2024-10-25,ULTRACEMCO,1.0,0.871008447112222,2.0,catboost,BUY
2024-10-25,WIPRO,1.0,0.47191118837536183,3.0,catboost,HOLD
2024-10-28,ASIANPAINT,0.0,0.7003200755027328,2.0,catboost,BUY
2024-10-28,AXISBANK,0.0,0.7240696376881363,1.0,lightgbm,HOLD
2024-10-28,BAJFINANCE,0.0,0.48898518718739686,1.0,catboost,HOLD
2024-10-28,BHARTIARTL,0.0,0.8304991624214415,3.0,catboost,BUY
2024-10-28,ICICIBANK,0.0,0.6742578148841858,3.0,xgboost,BUY
2024-10-28,INFY,0.0,0.35656446262738667,3.0,catboost,HOLD
2024-10-28,MARUTI,0.0,0.36757922848244623,2.0,lightgbm,HOLD
2024-10-28,RELIANCE,0.0,0.11204030941892809,1.0,catboost,SELL
2024-10-28,SBIN,1.0,0.6323376898311658,1.0,catboost,HOLD
2024-10-28,SUNPHARMA,0.0,0.38072357925340455,3.0,lightgbm,HOLD
2024-10-28,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-10-28,TITAN,0.0,0.6661931276321411,1.0,xgboost,HOLD
2024-10-28,ULTRACEMCO,0.0,0.8266430021334257,3.0,catboost,BUY
2024-10-28,WIPRO,0.0,0.48892495373644146,3.0,catboost,HOLD
2024-10-29,ASIANPAINT,0.0,0.5432088979159531,2.0,catboost,HOLD
2024-10-29,AXISBANK,0.0,0.7301643787096249,1.0,lightgbm,HOLD
2024-10-29,BAJFINANCE,0.0,0.5162473375618332,1.0,catboost,HOLD
2024-10-29,BHARTIARTL,0.0,0.8225446186061829,3.0,catboost,BUY
2024-10-29,ICICIBANK,0.0,0.42428308725357056,3.0,xgboost,HOLD
2024-10-29,INFY,0.0,0.3935576969459209,3.0,catboost,HOLD
2024-10-29,MARUTI,1.0,0.5145364727584005,1.0,lightgbm,HOLD
2024-10-29,RELIANCE,0.0,0.15005488434987288,1.0,catboost,SELL
2024-10-29,SBIN,1.0,0.7868886606077847,1.0,catboost,HOLD
2024-10-29,SUNPHARMA,0.0,0.6481228371385672,3.0,lightgbm,BUY
2024-10-29,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-10-29,TITAN,0.0,0.5155494809150696,1.0,xgboost,HOLD
2024-10-29,ULTRACEMCO,0.0,0.7870038920406225,3.0,catboost,BUY
2024-10-29,WIPRO,0.0,0.48892495373644146,3.0,catboost,HOLD
2024-10-30,ASIANPAINT,0.0,0.6142274608394177,2.0,catboost,BUY
2024-10-30,AXISBANK,0.0,0.7444214578808331,1.0,lightgbm,HOLD
2024-10-30,BAJFINANCE,0.0,0.5162473375618332,1.0,catboost,HOLD
2024-10-30,BHARTIARTL,0.0,0.8284878337731151,3.0,catboost,BUY
2024-10-30,ICICIBANK,0.0,0.39268338680267334,3.0,xgboost,HOLD
2024-10-30,INFY,1.0,0.40361142343961276,3.0,catboost,HOLD
2024-10-30,MARUTI,0.0,0.4800360052551654,1.0,lightgbm,HOLD
2024-10-30,RELIANCE,0.0,0.11831359443499331,1.0,catboost,SELL
2024-10-30,SBIN,1.0,0.7442170366260211,1.0,catboost,HOLD
2024-10-30,SUNPHARMA,0.0,0.5297595570058437,3.0,lightgbm,HOLD
2024-10-30,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-10-30,TITAN,0.0,0.46737733483314514,1.0,xgboost,HOLD
2024-10-30,ULTRACEMCO,0.0,0.4007844221352213,2.0,catboost,HOLD
2024-10-30,WIPRO,0.0,0.43315091917232784,3.0,catboost,HOLD
2024-10-31,ASIANPAINT,0.0,0.7774865319126907,2.0,catboost,BUY
2024-10-31,AXISBANK,0.0,0.7613177473187468,1.0,lightgbm,HOLD
2024-10-31,BAJFINANCE,0.0,0.5162473375618332,1.0,catboost,HOLD
2024-10-31,BHARTIARTL,0.0,0.8323820983848028,3.0,catboost,BUY
2024-10-31,ICICIBANK,0.0,0.8773982524871826,3.0,xgboost,BUY
2024-10-31,INFY,1.0,0.48125140871824923,3.0,catboost,HOLD
2024-10-31,MARUTI,1.0,0.6276085023550201,1.0,lightgbm,HOLD
2024-10-31,RELIANCE,0.0,0.13514586753540084,0.0,catboost,SELL
2024-10-31,SBIN,1.0,0.7859839760210137,1.0,catboost,HOLD
2024-10-31,SUNPHARMA,0.0,0.7359487197517599,3.0,lightgbm,BUY
2024-10-31,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-10-31,TITAN,0.0,0.3950237035751343,0.0,xgboost,HOLD
2024-10-31,ULTRACEMCO,0.0,0.3972580223171014,2.0,catboost,HOLD
2024-10-31,WIPRO,1.0,0.47191118837536183,3.0,catboost,HOLD
2024-11-01,ASIANPAINT,0.0,0.8242530152209196,1.0,catboost,HOLD
2024-11-01,AXISBANK,0.0,0.7641833755628642,1.0,lightgbm,HOLD
2024-11-01,BAJFINANCE,0.0,0.5162473375618332,1.0,catboost,HOLD
2024-11-01,BHARTIARTL,0.0,0.8297407705181647,3.0,catboost,BUY
2024-11-01,ICICIBANK,0.0,0.6936530470848083,3.0,xgboost,BUY
2024-11-01,INFY,1.0,0.4980567373623992,3.0,catboost,HOLD
2024-11-01,MARUTI,1.0,0.5254103640283111,1.0,lightgbm,HOLD
2024-11-01,RELIANCE,0.0,0.3796614270033994,0.0,catboost,HOLD
2024-11-01,SBIN,1.0,0.5862584721781543,1.0,catboost,HOLD
2024-11-01,SUNPHARMA,0.0,0.5207598961023409,3.0,lightgbm,HOLD
2024-11-01,TATAMOTORS,0.0,0.5144020999763083,1.0,catboost,HOLD
2024-11-01,TITAN,0.0,0.3123666048049927,0.0,xgboost,HOLD
2024-11-01,ULTRACEMCO,0.0,0.353674349290941,2.0,catboost,HOLD
2024-11-01,WIPRO,1.0,0.47191118837536183,3.0,catboost,HOLD
2024-11-04,ASIANPAINT,0.0,0.8434631395161554,1.0,catboost,HOLD
2024-11-04,AXISBANK,1.0,0.7672651837069836,1.0,lightgbm,HOLD
2024-11-04,BAJFINANCE,0.0,0.5162473375618332,1.0,catboost,HOLD
2024-11-04,BHARTIARTL,0.0,0.8010239399646011,3.0,catboost,BUY
