feature,importance
index_return_1d,202
index_return_30d,188
index_return_10d,171
index_return_5d,166
index_return_20d,160
index_return_15d,114
index_return_3d,97
price_range_pct,86
rel_return_30d,65
weekday_4,64
parkinson_vol_5d,61
min_low_15d,54
parkinson_vol_20d,53
volume_ratio_20d,35
earnings_q1,17
body_size_pct,16
parkinson_vol_10d,11
adx,6
vol_regime_10d,6
