feature,importance
index_return_20d,30
index_return_5d,27
index_return_3d,25
index_return_30d,25
index_return_10d,24
index_return_15d,19
parkinson_vol_20d,9
earnings_q1,9
parkinson_vol_5d,6
rel_return_20d,4
earnings_q3,4
price_range_pct,3
parkinson_vol_10d,2
min_low_15d,2
rel_return_30d,1
body_size_pct,0
vol_regime_10d,0
rel_return_15d,0
