feature,importance
index_return_30d,199
index_return_15d,179
index_return_20d,163
earnings_q1,32
parkinson_vol_20d,29
parkinson_vol_5d,27
price_range_pct,26
body_size_pct,8
vol_regime_10d,6
parkinson_vol_10d,3
