feature,selectk_score
earnings_q1,440.92503075843445
volatility_15d,436.5759100443372
volatility_30d,428.2852437556997
volatility_20d,416.2893795276629
volatility_10d,407.1771374528849
price_range_pct,358.81144617890226
volatility_5d,257.61911149210823
volatility_3d,234.72765871525738
max_high_10d,181.06768124888347
earnings_q2,162.36256751790376
body_size_pct,160.57208815327894
