Feature,Importance_3,Importance_1,Importance_2,Importance_0,Mean_Importance,Std_Importance,CV,Stability,Robust
volume_roc_1d,0.007977154077812488,0.005819531927502702,0.005881336687638595,0.0059517387365699125,0.006407440357380924,0.0010478687138757896,0.16353936034921995,0.8364606396507801,False
rsi_14_lag1,0.007098159493932591,0.0066922903179291865,0.006744636905710633,0.005014337731338168,0.006387356112227645,0.0009329264631438379,0.1460583114744546,0.8539416885255454,False
rs_nifty_5d,0.006054018605424226,0.005273350555946947,0.009471930054951554,0.004337445576718512,0.00628418619826031,0.0022380256000916476,0.3561361000247899,0.6438638999752101,False
atr_14,0.009065105871248879,0.0054577971610017375,0.006671973929530527,0.0026207117881001715,0.005953897187470329,0.0026802670155753375,0.4501701803314313,0.5498298196685687,False
volume_change,0.007393421231681958,0.004718178126615996,0.0063467505140919,0.004784772060276957,0.005810780483166703,0.0012959538065702477,0.22302576874516772,0.7769742312548322,False
atr_14_lag20,0.0063109857006532445,0.007520183504193911,0.00666175086093353,0.0020662013988365768,0.005639780366154316,0.00243593396807494,0.4319199980732527,0.5680800019267473,False
sma_200,0.006537701836434207,0.005687206439269035,0.006856154942477024,0.0033044828085171496,0.0055963865066743545,0.0016056319507355746,0.28690511638718247,0.7130948836128175,False
sma_20_lag15,0.005774748622848174,0.005805413787564923,0.0055925285935290656,0.005123470223173014,0.005574040306778794,0.0003147341379312468,0.05646427276495649,0.9435357272350435,False
atr_14_lag2,0.007833189349358657,0.005244665115304555,0.0059590451481434225,0.002930037225785414,0.005491734209648012,0.0020268305519558763,0.3690693026418068,0.6309306973581932,False
volume_roc_5d,0.00554855280690411,0.004542647041015347,0.005883571305814351,0.004732181484973027,0.0051767381596767095,0.0006422775651695786,0.1240699322529954,0.8759300677470045,False
atr_14_lag10,0.007774247892872891,0.0072335383793067365,0.004613135073370791,0.0005843407689986913,0.005051315528637278,0.0032823935801389124,0.6498096380139331,0.3501903619860669,False
atr_14_lag1,0.006572922341327427,0.005958323979566515,0.004972701734548418,0.0022724610119569553,0.004944102266849829,0.0018991388787171753,0.3841220787520275,0.6158779212479726,False
atr_14_lag5,0.006435264048648982,0.005060376893455981,0.005229766671451446,0.0024572320504648634,0.0047956599160053175,0.0016748204229501589,0.3492366884559195,0.6507633115440805,False
volume_lag5,0.006053698986540573,0.0026915242859026295,0.005980905532935042,0.004392067890104281,0.0047795491738706316,0.0015892036291420043,0.33250073136185426,0.6674992686381458,False
sma_20_lag5,0.004762283313148538,0.0056902313879901,0.0033439949433445477,0.005286813957230749,0.004770830900428484,0.0010242834375164404,0.21469707005434613,0.7853029299456539,False
sma_20_lag20,0.007171508216782856,0.00462080856243515,0.004809545276605403,0.0019546698261331953,0.0046391329704891515,0.0021329668617095262,0.4597770379293358,0.5402229620706642,False
high,0.006102558086456232,0.002480616611832445,0.0032427687922054107,0.006582161528202492,0.004602026254674145,0.0020429138668155,0.4439161598326293,0.5560838401673707,False
